Año,Departamento,Región,Cultivo,Area_Sembrada_ha,Produccion_t,Rendimiento_t_ha,Fenomeno_ENSO
2007,Boyacá,Región Andina,Maíz,90435.0,149033.0,1.648,Normal
2007,Boyacá,Región Andina,Papa,32722.0,661073.0,20.2029,Normal
2007,Boyacá,Región Andina,Aguacate,7433.0,82198.0,11.0589,Normal
2007,Boyacá,Región Andina,Frijol,23634.0,23065.0,0.9759,Normal
2007,Valle del Cauca,Valle del Cauca,Arroz,57249.0,292468.0,5.1087,Normal
2007,Valle del Cauca,Valle del Cauca,Caña de Azúcar,269345.0,24509416.0,90.9964,Normal
2007,Cauca,Región Andina,Arroz,58995.0,316253.0,5.3607,Normal
2007,Cauca,Región Andina,Maíz,76832.0,116047.0,1.5104,Normal
2007,Cauca,Región Andina,Papa,30450.0,581932.0,19.111,Normal
2007,Cauca,Región Andina,Aguacate,9784.0,124642.0,12.7395,Normal
2007,Cauca,Región Andina,Frijol,28601.0,29189.0,1.0206,Normal
2008,Antioquia,Eje Cafetero,Café,183523.0,141056.0,0.7686,Normal
2008,Antioquia,Eje Cafetero,Plátano,49679.0,410570.0,8.2645,Normal
2008,Antioquia,Eje Cafetero,Aguacate,9466.0,122591.0,12.9506,Normal
2008,Caldas,Eje Cafetero,Café,159016.0,120224.0,0.756,Normal
2008,Caldas,Eje Cafetero,Plátano,40817.0,329819.0,8.0805,Normal
2008,Caldas,Eje Cafetero,Aguacate,9494.0,122141.0,12.8658,Normal
2008,Risaralda,Eje Cafetero,Café,143321.0,117776.0,0.8218,Normal
2008,Risaralda,Eje Cafetero,Plátano,43343.0,335661.0,7.7443,Normal
2008,Risaralda,Eje Cafetero,Aguacate,7678.0,89147.0,11.6103,Normal
2008,Huila,Eje Cafetero,Café,190549.0,150725.0,0.791,Normal
2008,Huila,Eje Cafetero,Plátano,44695.0,381380.0,8.533,Normal
2008,Huila,Eje Cafetero,Aguacate,8312.0,109157.0,13.1323,Normal
2008,Nariño,Eje Cafetero,Café,191535.0,149262.0,0.7793,Normal
2008,Nariño,Eje Cafetero,Plátano,44408.0,349642.0,7.8734,Normal
2008,Nariño,Eje Cafetero,Aguacate,8107.0,88276.0,10.8885,Normal
2008,Córdoba,Región Caribe,Maíz,86385.0,142612.0,1.6509,Normal
2008,Córdoba,Región Caribe,Plátano,38464.0,301443.0,7.837,Normal
2008,Córdoba,Región Caribe,Yuca,35278.0,327716.0,9.2895,Normal
2008,Sucre,Región Caribe,Maíz,74726.0,123039.0,1.6465,Normal
2008,Sucre,Región Caribe,Plátano,50920.0,396002.0,7.777,Normal
2008,Sucre,Región Caribe,Yuca,33052.0,340853.0,10.3128,Normal
2008,Bolívar,Región Caribe,Maíz,77053.0,132941.0,1.7253,Normal
2008,Bolívar,Región Caribe,Plátano,42682.0,359250.0,8.417,Normal
2008,Bolívar,Región Caribe,Yuca,32688.0,322630.0,9.8701,Normal
2008,Magdalena,Región Caribe,Maíz,73356.0,129155.0,1.7606,Normal
2008,Magdalena,Región Caribe,Plátano,42055.0,323229.0,7.6859,Normal
2008,Magdalena,Región Caribe,Yuca,27099.0,270395.0,9.9782,Normal
2008,Meta,Llanos Orientales,Arroz,63854.0,294172.0,4.6069,Normal
2008,Meta,Llanos Orientales,Maíz,83940.0,130925.0,1.5597,Normal
2008,Meta,Llanos Orientales,Yuca,32797.0,300481.0,9.1618,Normal
2008,Casanare,Llanos Orientales,Arroz,64098.0,319493.0,4.9845,Normal
2008,Casanare,Llanos Orientales,Maíz,94594.0,144765.0,1.5304,Normal
2008,Casanare,Llanos Orientales,Yuca,29930.0,270640.0,9.0424,Normal
2008,Vichada,Llanos Orientales,Arroz,68349.0,374887.0,5.4849,Normal
2008,Vichada,Llanos Orientales,Maíz,77563.0,132074.0,1.7028,Normal
2008,Vichada,Llanos Orientales,Yuca,34420.0,341035.0,9.9082,Normal
2008,Tolima,Región Andina,Arroz,61164.0,295833.0,4.8367,Normal
2008,Tolima,Región Andina,Maíz,73427.0,130779.0,1.7811,Normal
2008,Tolima,Región Andina,Papa,36404.0,766150.0,21.0457,Normal
2008,Tolima,Región Andina,Aguacate,8248.0,95993.0,11.6381,Normal
2008,Tolima,Región Andina,Frijol,29364.0,30111.0,1.0255,Normal
2008,Cundinamarca,Región Andina,Arroz,67665.0,364409.0,5.3855,Normal
2008,Cundinamarca,Región Andina,Maíz,87200.0,131913.0,1.5128,Normal
2008,Cundinamarca,Región Andina,Papa,29201.0,646334.0,22.1341,Normal
2008,Cundinamarca,Región Andina,Aguacate,8943.0,96786.0,10.8221,Normal
2008,Cundinamarca,Región Andina,Frijol,24212.0,23754.0,0.9811,Normal
2008,Boyacá,Región Andina,Arroz,51623.0,245418.0,4.754,Normal
2008,Boyacá,Región Andina,Maíz,84859.0,145391.0,1.7133,Normal
2008,Boyacá,Región Andina,Papa,33982.0,658207.0,19.3695,Normal
2008,Boyacá,Región Andina,Aguacate,9218.0,104807.0,11.3694,Normal
2008,Boyacá,Región Andina,Frijol,26060.0,25977.0,0.9968,Normal
2008,Valle del Cauca,Valle del Cauca,Arroz,63346.0,345631.0,5.4562,Normal
2008,Valle del Cauca,Valle del Cauca,Caña de Azúcar,251348.0,24408113.0,97.1088,Normal
2008,Cauca,Región Andina,Arroz,53235.0,264315.0,4.9651,Normal
2008,Cauca,Región Andina,Maíz,77745.0,121711.0,1.5655,Normal
2008,Cauca,Región Andina,Papa,37112.0,744527.0,20.0617,Normal
2008,Cauca,Región Andina,Aguacate,9686.0,119280.0,12.3147,Normal
2008,Cauca,Región Andina,Frijol,29932.0,28451.0,0.9505,Normal
2009,Antioquia,Eje Cafetero,Café,172081.0,101444.0,0.5895,El Niño
2009,Antioquia,Eje Cafetero,Plátano,40381.0,249016.0,6.1667,El Niño
2009,Antioquia,Eje Cafetero,Aguacate,8097.0,63300.0,7.818,El Niño
2009,Caldas,Eje Cafetero,Café,175541.0,96946.0,0.5523,El Niño
2009,Caldas,Eje Cafetero,Plátano,50317.0,324043.0,6.44,El Niño
2009,Caldas,Eje Cafetero,Aguacate,9745.0,82013.0,8.4156,El Niño
2009,Risaralda,Eje Cafetero,Café,143750.0,92140.0,0.641,El Niño
2009,Risaralda,Eje Cafetero,Plátano,43487.0,280709.0,6.455,El Niño
2009,Risaralda,Eje Cafetero,Aguacate,9872.0,91317.0,9.25,El Niño
2009,Huila,Eje Cafetero,Café,157828.0,91040.0,0.5768,El Niño
2009,Huila,Eje Cafetero,Plátano,49126.0,279421.0,5.6878,El Niño
2009,Huila,Eje Cafetero,Aguacate,7807.0,68222.0,8.7382,El Niño
2009,Nariño,Eje Cafetero,Café,190208.0,116702.0,0.6135,El Niño
2009,Nariño,Eje Cafetero,Plátano,45379.0,246331.0,5.4283,El Niño
2009,Nariño,Eje Cafetero,Aguacate,8966.0,85056.0,9.4868,El Niño
2009,Córdoba,Región Caribe,Maíz,74606.0,88957.0,1.1924,El Niño
2009,Córdoba,Región Caribe,Plátano,49476.0,306173.0,6.1883,El Niño
2009,Córdoba,Región Caribe,Yuca,33286.0,244378.0,7.3417,El Niño
2009,Sucre,Región Caribe,Maíz,80111.0,91243.0,1.139,El Niño
2009,Sucre,Región Caribe,Plátano,48569.0,304538.0,6.2702,El Niño
2009,Sucre,Región Caribe,Yuca,34890.0,266527.0,7.6392,El Niño
2009,Bolívar,Región Caribe,Maíz,83921.0,99728.0,1.1884,El Niño
2009,Bolívar,Región Caribe,Plátano,48422.0,294456.0,6.0811,El Niño
2009,Bolívar,Región Caribe,Yuca,33333.0,249110.0,7.4734,El Niño
2009,Magdalena,Región Caribe,Maíz,93422.0,107389.0,1.1495,El Niño
2009,Magdalena,Región Caribe,Plátano,42786.0,232093.0,5.4246,El Niño
2009,Magdalena,Región Caribe,Yuca,32167.0,205903.0,6.4011,El Niño
2009,Meta,Llanos Orientales,Arroz,59999.0,222197.0,3.7033,El Niño
2009,Meta,Llanos Orientales,Maíz,78280.0,94687.0,1.2096,El Niño
2009,Meta,Llanos Orientales,Yuca,27002.0,172896.0,6.4031,El Niño
2009,Casanare,Llanos Orientales,Arroz,66492.0,237333.0,3.5693,El Niño
2009,Casanare,Llanos Orientales,Maíz,74279.0,88636.0,1.1933,El Niño
2009,Casanare,Llanos Orientales,Yuca,33974.0,226097.0,6.655,El Niño
2009,Vichada,Llanos Orientales,Arroz,62860.0,211680.0,3.3675,El Niño
2009,Vichada,Llanos Orientales,Maíz,72388.0,86536.0,1.1954,El Niño
2009,Vichada,Llanos Orientales,Yuca,31812.0,230633.0,7.2499,El Niño
2009,Tolima,Región Andina,Arroz,64737.0,260338.0,4.0215,El Niño
2009,Tolima,Región Andina,Maíz,84045.0,96310.0,1.1459,El Niño
2009,Tolima,Región Andina,Papa,35378.0,498247.0,14.0835,El Niño
2009,Tolima,Región Andina,Aguacate,8508.0,67312.0,7.9116,El Niño
2009,Tolima,Región Andina,Frijol,23584.0,17624.0,0.7473,El Niño
2009,Cundinamarca,Región Andina,Arroz,66736.0,254658.0,3.8159,El Niño
2009,Cundinamarca,Región Andina,Maíz,81352.0,90331.0,1.1104,El Niño
2009,Cundinamarca,Región Andina,Papa,29150.0,408766.0,14.0227,El Niño
2009,Cundinamarca,Región Andina,Aguacate,8795.0,79247.0,9.0108,El Niño
2009,Cundinamarca,Región Andina,Frijol,28822.0,18846.0,0.6539,El Niño
2009,Boyacá,Región Andina,Arroz,68898.0,265030.0,3.8467,El Niño
2009,Boyacá,Región Andina,Maíz,85000.0,103237.0,1.2145,El Niño
2009,Boyacá,Región Andina,Papa,31716.0,444511.0,14.0153,El Niño
2009,Boyacá,Región Andina,Aguacate,8292.0,75339.0,9.0856,El Niño
2009,Boyacá,Región Andina,Frijol,23494.0,14836.0,0.6315,El Niño
2009,Valle del Cauca,Valle del Cauca,Arroz,52368.0,174632.0,3.3347,El Niño
2009,Valle del Cauca,Valle del Cauca,Caña de Azúcar,265593.0,19065738.0,71.7855,El Niño
2009,Cauca,Región Andina,Arroz,60155.0,203123.0,3.3766,El Niño
2009,Cauca,Región Andina,Maíz,83426.0,98584.0,1.1817,El Niño
2009,Cauca,Región Andina,Papa,29314.0,426946.0,14.5647,El Niño
2009,Cauca,Región Andina,Aguacate,8403.0,74282.0,8.8402,El Niño
2009,Cauca,Región Andina,Frijol,28615.0,17792.0,0.6218,El Niño
2010,Antioquia,Eje Cafetero,Café,161873.0,97975.0,0.6053,El Niño
2010,Antioquia,Eje Cafetero,Plátano,44486.0,281373.0,6.3249,El Niño
2010,Antioquia,Eje Cafetero,Aguacate,9079.0,73157.0,8.0576,El Niño
2010,Caldas,Eje Cafetero,Café,146531.0,88976.0,0.6072,El Niño
2010,Caldas,Eje Cafetero,Plátano,38131.0,228989.0,6.0053,El Niño
2010,Caldas,Eje Cafetero,Aguacate,9811.0,86049.0,8.7704,El Niño
2010,Risaralda,Eje Cafetero,Café,162557.0,98724.0,0.6073,El Niño
2010,Risaralda,Eje Cafetero,Plátano,43888.0,261478.0,5.9579,El Niño
2010,Risaralda,Eje Cafetero,Aguacate,9814.0,82865.0,8.4432,El Niño
2010,Huila,Eje Cafetero,Café,191472.0,122209.0,0.6383,El Niño
2010,Huila,Eje Cafetero,Plátano,40388.0,217915.0,5.3955,El Niño
2010,Huila,Eje Cafetero,Aguacate,7629.0,59561.0,7.8075,El Niño
2010,Nariño,Eje Cafetero,Café,147736.0,90416.0,0.612,El Niño
2010,Nariño,Eje Cafetero,Plátano,38727.0,220366.0,5.6902,El Niño
2010,Nariño,Eje Cafetero,Aguacate,9563.0,74749.0,7.8162,El Niño
2010,Córdoba,Región Caribe,Maíz,91527.0,103990.0,1.1362,El Niño
2010,Córdoba,Región Caribe,Plátano,39353.0,241484.0,6.1363,El Niño
2010,Córdoba,Región Caribe,Yuca,32644.0,247728.0,7.5887,El Niño
2010,Sucre,Región Caribe,Maíz,89535.0,112823.0,1.2601,El Niño
2010,Sucre,Región Caribe,Plátano,41538.0,229421.0,5.5231,El Niño
2010,Sucre,Región Caribe,Yuca,33792.0,253065.0,7.489,El Niño
2010,Bolívar,Región Caribe,Maíz,95944.0,111989.0,1.1672,El Niño
2010,Bolívar,Región Caribe,Plátano,42738.0,266274.0,6.2304,El Niño
2010,Bolívar,Región Caribe,Yuca,29928.0,229361.0,7.6639,El Niño
2010,Magdalena,Región Caribe,Maíz,92629.0,108481.0,1.1711,El Niño
2010,Magdalena,Región Caribe,Plátano,47789.0,296512.0,6.2046,El Niño
2010,Magdalena,Región Caribe,Yuca,27687.0,211085.0,7.6241,El Niño
2010,Meta,Llanos Orientales,Arroz,60721.0,237524.0,3.9118,El Niño
2010,Meta,Llanos Orientales,Maíz,79121.0,101432.0,1.282,El Niño
2010,Meta,Llanos Orientales,Yuca,30384.0,193415.0,6.3657,El Niño
2010,Casanare,Llanos Orientales,Arroz,67998.0,229278.0,3.3718,El Niño
2010,Casanare,Llanos Orientales,Maíz,79103.0,102433.0,1.2949,El Niño
2010,Casanare,Llanos Orientales,Yuca,35677.0,255435.0,7.1596,El Niño
2010,Vichada,Llanos Orientales,Arroz,63023.0,229034.0,3.6341,El Niño
2010,Vichada,Llanos Orientales,Maíz,78448.0,90002.0,1.1473,El Niño
2010,Vichada,Llanos Orientales,Yuca,33055.0,245010.0,7.4122,El Niño
2010,Tolima,Región Andina,Arroz,65928.0,256111.0,3.8847,El Niño
2010,Tolima,Región Andina,Maíz,73379.0,87077.0,1.1867,El Niño
2010,Tolima,Región Andina,Papa,28186.0,420149.0,14.9062,El Niño
2010,Tolima,Región Andina,Aguacate,8515.0,79271.0,9.31,El Niño
2010,Tolima,Región Andina,Frijol,26270.0,16593.0,0.6316,El Niño
2010,Cundinamarca,Región Andina,Arroz,54132.0,209169.0,3.8641,El Niño
2010,Cundinamarca,Región Andina,Maíz,86603.0,94676.0,1.0932,El Niño
2010,Cundinamarca,Región Andina,Papa,28445.0,436724.0,15.3533,El Niño
2010,Cundinamarca,Región Andina,Aguacate,7556.0,69485.0,9.1962,El Niño
2010,Cundinamarca,Región Andina,Frijol,29201.0,18301.0,0.6267,El Niño
2010,Boyacá,Región Andina,Arroz,53074.0,213857.0,4.0294,El Niño
2010,Boyacá,Región Andina,Maíz,80482.0,93139.0,1.1573,El Niño
2010,Boyacá,Región Andina,Papa,35550.0,571651.0,16.0803,El Niño
2010,Boyacá,Región Andina,Aguacate,9930.0,90145.0,9.0778,El Niño
2010,Boyacá,Región Andina,Frijol,26479.0,16603.0,0.627,El Niño
2010,Valle del Cauca,Valle del Cauca,Arroz,65666.0,243941.0,3.7149,El Niño
2010,Valle del Cauca,Valle del Cauca,Caña de Azúcar,234544.0,17492698.0,74.5817,El Niño
2010,Cauca,Región Andina,Arroz,53554.0,196359.0,3.6666,El Niño
2010,Cauca,Región Andina,Maíz,71376.0,84263.0,1.1806,El Niño
2010,Cauca,Región Andina,Papa,28174.0,384145.0,13.6348,El Niño
2010,Cauca,Región Andina,Aguacate,7672.0,68266.0,8.8978,El Niño
2010,Cauca,Región Andina,Frijol,29530.0,20535.0,0.6954,El Niño
2011,Antioquia,Eje Cafetero,Café,191521.0,134743.0,0.7035,La Niña
2011,Antioquia,Eje Cafetero,Plátano,41587.0,322217.0,7.748,La Niña
2011,Antioquia,Eje Cafetero,Aguacate,7948.0,91707.0,11.5383,La Niña
2011,Caldas,Eje Cafetero,Café,143583.0,113347.0,0.7894,La Niña
2011,Caldas,Eje Cafetero,Plátano,38353.0,298407.0,7.7805,La Niña
2011,Caldas,Eje Cafetero,Aguacate,8739.0,101379.0,11.6011,La Niña
2011,Risaralda,Eje Cafetero,Café,146694.0,106994.0,0.7294,La Niña
2011,Risaralda,Eje Cafetero,Plátano,50702.0,367554.0,7.2493,La Niña
2011,Risaralda,Eje Cafetero,Aguacate,9003.0,98795.0,10.9734,La Niña
2011,Huila,Eje Cafetero,Café,165906.0,122772.0,0.74,La Niña
2011,Huila,Eje Cafetero,Plátano,45569.0,355205.0,7.795,La Niña
2011,Huila,Eje Cafetero,Aguacate,7485.0,75577.0,10.0974,La Niña
2011,Nariño,Eje Cafetero,Café,190928.0,148527.0,0.7779,La Niña
2011,Nariño,Eje Cafetero,Plátano,43853.0,324048.0,7.3894,La Niña
2011,Nariño,Eje Cafetero,Aguacate,8088.0,80080.0,9.9013,La Niña
2011,Córdoba,Región Caribe,Maíz,82726.0,116594.0,1.4094,La Niña
2011,Córdoba,Región Caribe,Plátano,45560.0,300995.0,6.6066,La Niña
2011,Córdoba,Región Caribe,Yuca,35901.0,339722.0,9.4626,La Niña
2011,Sucre,Región Caribe,Maíz,88608.0,129588.0,1.4625,La Niña
2011,Sucre,Región Caribe,Plátano,41905.0,321363.0,7.6689,La Niña
2011,Sucre,Región Caribe,Yuca,33170.0,266758.0,8.0421,La Niña
2011,Bolívar,Región Caribe,Maíz,93947.0,145210.0,1.5457,La Niña
2011,Bolívar,Región Caribe,Plátano,50442.0,380420.0,7.5418,La Niña
2011,Bolívar,Región Caribe,Yuca,32498.0,275679.0,8.483,La Niña
2011,Magdalena,Región Caribe,Maíz,94494.0,147250.0,1.5583,La Niña
2011,Magdalena,Región Caribe,Plátano,38381.0,250720.0,6.5325,La Niña
2011,Magdalena,Región Caribe,Yuca,30264.0,277206.0,9.1596,La Niña
2011,Meta,Llanos Orientales,Arroz,69487.0,290055.0,4.1742,La Niña
2011,Meta,Llanos Orientales,Maíz,85998.0,121895.0,1.4174,La Niña
2011,Meta,Llanos Orientales,Yuca,35859.0,330410.0,9.2141,La Niña
2011,Casanare,Llanos Orientales,Arroz,66778.0,297825.0,4.4599,La Niña
2011,Casanare,Llanos Orientales,Maíz,81499.0,112974.0,1.3862,La Niña
2011,Casanare,Llanos Orientales,Yuca,27246.0,252108.0,9.2531,La Niña
2011,Vichada,Llanos Orientales,Arroz,66316.0,327371.0,4.9365,La Niña
2011,Vichada,Llanos Orientales,Maíz,96097.0,141080.0,1.4681,La Niña
2011,Vichada,Llanos Orientales,Yuca,33965.0,318967.0,9.3911,La Niña
2011,Tolima,Región Andina,Arroz,66984.0,285434.0,4.2612,La Niña
2011,Tolima,Región Andina,Maíz,82395.0,110765.0,1.3443,La Niña
2011,Tolima,Región Andina,Papa,36927.0,680309.0,18.4231,La Niña
2011,Tolima,Región Andina,Aguacate,7961.0,86957.0,10.9226,La Niña
2011,Tolima,Región Andina,Frijol,28475.0,23129.0,0.8123,La Niña
2011,Cundinamarca,Región Andina,Arroz,53597.0,248796.0,4.642,La Niña
2011,Cundinamarca,Región Andina,Maíz,84146.0,128834.0,1.5311,La Niña
2011,Cundinamarca,Región Andina,Papa,32697.0,631393.0,19.3107,La Niña
2011,Cundinamarca,Región Andina,Aguacate,8802.0,94078.0,10.6887,La Niña
2011,Cundinamarca,Región Andina,Frijol,30607.0,25094.0,0.8199,La Niña
2011,Boyacá,Región Andina,Arroz,53969.0,219384.0,4.065,La Niña
2011,Boyacá,Región Andina,Maíz,90038.0,133881.0,1.4869,La Niña
2011,Boyacá,Región Andina,Papa,34490.0,586477.0,17.0044,La Niña
2011,Boyacá,Región Andina,Aguacate,7721.0,73620.0,9.5347,La Niña
2011,Boyacá,Región Andina,Frijol,26267.0,22354.0,0.851,La Niña
2011,Valle del Cauca,Valle del Cauca,Arroz,58665.0,259997.0,4.4319,La Niña
2011,Valle del Cauca,Valle del Cauca,Caña de Azúcar,269099.0,21997658.0,81.7455,La Niña
2011,Cauca,Región Andina,Arroz,60879.0,288727.0,4.7426,La Niña
2011,Cauca,Región Andina,Maíz,81041.0,120544.0,1.4875,La Niña
2011,Cauca,Región Andina,Papa,36033.0,708477.0,19.6619,La Niña
2011,Cauca,Región Andina,Aguacate,7749.0,88812.0,11.461,La Niña
2011,Cauca,Región Andina,Frijol,27435.0,21827.0,0.7956,La Niña
2012,Antioquia,Eje Cafetero,Café,166138.0,131395.0,0.7909,La Niña
2012,Antioquia,Eje Cafetero,Plátano,44346.0,309041.0,6.9689,La Niña
2012,Antioquia,Eje Cafetero,Aguacate,9014.0,90236.0,10.0112,La Niña
2012,Caldas,Eje Cafetero,Café,146798.0,98067.0,0.668,La Niña
2012,Caldas,Eje Cafetero,Plátano,39485.0,265088.0,6.7136,La Niña
2012,Caldas,Eje Cafetero,Aguacate,7728.0,83903.0,10.8575,La Niña
2012,Risaralda,Eje Cafetero,Café,152148.0,106401.0,0.6993,La Niña
2012,Risaralda,Eje Cafetero,Plátano,49735.0,357018.0,7.1784,La Niña
2012,Risaralda,Eje Cafetero,Aguacate,9102.0,89821.0,9.8679,La Niña
2012,Huila,Eje Cafetero,Café,152673.0,100052.0,0.6553,La Niña
2012,Huila,Eje Cafetero,Plátano,40030.0,276067.0,6.8965,La Niña
2012,Huila,Eje Cafetero,Aguacate,7827.0,75853.0,9.6913,La Niña
2012,Nariño,Eje Cafetero,Café,149057.0,106716.0,0.7159,La Niña
2012,Nariño,Eje Cafetero,Plátano,40529.0,284517.0,7.0201,La Niña
2012,Nariño,Eje Cafetero,Aguacate,8676.0,95102.0,10.9621,La Niña
2012,Córdoba,Región Caribe,Maíz,72077.0,110923.0,1.5389,La Niña
2012,Córdoba,Región Caribe,Plátano,46150.0,305161.0,6.6124,La Niña
2012,Córdoba,Región Caribe,Yuca,34951.0,326788.0,9.3499,La Niña
2012,Sucre,Región Caribe,Maíz,72623.0,100744.0,1.3872,La Niña
2012,Sucre,Región Caribe,Plátano,48527.0,367558.0,7.5743,La Niña
2012,Sucre,Región Caribe,Yuca,28454.0,231123.0,8.1227,La Niña
2012,Bolívar,Región Caribe,Maíz,80386.0,116360.0,1.4475,La Niña
2012,Bolívar,Región Caribe,Plátano,46021.0,323382.0,7.0268,La Niña
2012,Bolívar,Región Caribe,Yuca,31075.0,281258.0,9.0508,La Niña
2012,Magdalena,Región Caribe,Maíz,72011.0,99383.0,1.3801,La Niña
2012,Magdalena,Región Caribe,Plátano,47289.0,368210.0,7.7864,La Niña
2012,Magdalena,Región Caribe,Yuca,31539.0,273736.0,8.6794,La Niña
2012,Meta,Llanos Orientales,Arroz,53480.0,237496.0,4.4408,La Niña
2012,Meta,Llanos Orientales,Maíz,84455.0,116312.0,1.3772,La Niña
2012,Meta,Llanos Orientales,Yuca,29253.0,246085.0,8.4123,La Niña
2012,Casanare,Llanos Orientales,Arroz,51896.0,224623.0,4.3283,La Niña
2012,Casanare,Llanos Orientales,Maíz,76396.0,107100.0,1.4019,La Niña
2012,Casanare,Llanos Orientales,Yuca,27843.0,258877.0,9.2976,La Niña
2012,Vichada,Llanos Orientales,Arroz,62327.0,289744.0,4.6488,La Niña
2012,Vichada,Llanos Orientales,Maíz,90892.0,131934.0,1.4515,La Niña
2012,Vichada,Llanos Orientales,Yuca,27534.0,239214.0,8.688,La Niña
2012,Tolima,Región Andina,Arroz,62204.0,292877.0,4.7083,La Niña
2012,Tolima,Región Andina,Maíz,81922.0,110090.0,1.3438,La Niña
2012,Tolima,Región Andina,Papa,30392.0,533255.0,17.546,La Niña
2012,Tolima,Región Andina,Aguacate,9046.0,96879.0,10.7095,La Niña
2012,Tolima,Región Andina,Frijol,26313.0,24138.0,0.9173,La Niña
2012,Cundinamarca,Región Andina,Arroz,62549.0,265966.0,4.2521,La Niña
2012,Cundinamarca,Región Andina,Maíz,73645.0,99508.0,1.3512,La Niña
2012,Cundinamarca,Región Andina,Papa,30023.0,504860.0,16.8157,La Niña
2012,Cundinamarca,Región Andina,Aguacate,7852.0,79351.0,10.1061,La Niña
2012,Cundinamarca,Región Andina,Frijol,24805.0,22383.0,0.9023,La Niña
2012,Boyacá,Región Andina,Arroz,52991.0,238987.0,4.51,La Niña
2012,Boyacá,Región Andina,Maíz,81388.0,129577.0,1.5921,La Niña
2012,Boyacá,Región Andina,Papa,28717.0,507478.0,17.6715,La Niña
2012,Boyacá,Región Andina,Aguacate,9887.0,112042.0,11.332,La Niña
